text,label
Got addicted to online gambling apps. Lost ₹200000 in total. These apps should be banned.,Others
Found charges of ₹75000 on my Bank of Baroda credit card statement for subscriptions I never signed up for.,Financial Fraud
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
Customer data including mine was exposed when Ola servers were hacked. Receiving spam and fraud calls ever since.,Hacking & Unauthorized Access
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
My PAN card was misused to open a bank account. Fraudulent transactions worth ₹75000 were made through that account.,Hacking & Unauthorized Access
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹5000).,Others
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹25000).,Others
"A WhatsApp message claimed I won a lottery from Bank of Baroda. To claim the prize, I had to pay processing fees. I paid ₹0 but received nothing.",Financial Fraud
Paid ₹0 to an Instagram seller for a product. They blocked me after receiving payment and never sent the item.,E-Commerce & Job Fraud
Witnessing organized cybercrime activities that need investigation by specialized cyber cell.,Others
Paid ₹50000 for an entrance exam coaching that guaranteed admission. Institute shut down after collecting fees from students.,E-Commerce & Job Fraud
Purchased mobile phone for ₹0 from a fake shopping website. The site disappeared after taking payment.,E-Commerce & Job Fraud
A person is selling leaked exam papers and answer keys online. This is affecting the education system.,Social Media Crimes
My email account was hacked. The hacker sent emails to my contacts asking for money. They also changed my recovery options.,Hacking & Unauthorized Access
Transferred ₹30000 worth of Bitcoin to a wallet address for an investment opportunity. The person disappeared after receiving payment.,Financial Fraud
Someone created a website specifically to defame me with fake stories and accusations.,Others
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
Someone hacked my phone and got access to my private photos. Now extorting ₹0 saying they'll make them viral.,Online Harassment & Threats
Joined a skill development course after paying ₹200000. Course content was copied from free YouTube videos.,E-Commerce & Job Fraud
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹25000).,Others
Someone hacked my Facebook account and posted inappropriate content. They also messaged my friends asking for financial help.,Hacking & Unauthorized Access
Someone installed spyware on my device remotely. They're monitoring all my activities including passwords and bank details.,Ransomware & Malware
Received a fake job offer from a reputed company via email. Paid ₹0 as registration fee but it was a scam.,E-Commerce & Job Fraud
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
Someone posed as HR from a multinational company and offered me a work-from-home job. Paid ₹0 for training but they disappeared.,E-Commerce & Job Fraud
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹15000. I never made these purchases.,Financial Fraud
"Lost ₹5000 on an illegal online betting app. When I won, they refused to pay and blocked my account.",Others
Someone is sharing child pornography in a WhatsApp group I was added to without my knowledge. Need to report this immediately.,Social Media Crimes
Discovered my identity was stolen when I tried to apply for a loan. Someone already took a loan of ₹150000 using my documents.,Hacking & Unauthorized Access
Got a call from someone pretending to be from Kotak Mahindra customer care. They asked for my CVV and OTP. I gave it and lost ₹0.,Financial Fraud
Being cyberbullied by classmates who created a hate page about me on Instagram with fake stories and morphed photos.,Online Harassment & Threats
"A WhatsApp message claimed I won a lottery from Canara Bank. To claim the prize, I had to pay processing fees. I paid ₹0 but received nothing.",Financial Fraud
